Date,Open,High,Low,Close,Volume
2025-04-15,532.62,535.92,527.36,528.17,4329208
2025-04-16,529.3,530.13,512.89,516.45,5889277
2025-04-17,518.895,523.88,514.5701,518.21,5322242
2025-04-21,517.53,518.67,498.08,506.92,4908377
2025-04-22,514.23,522.22,511.65,520.79,4768491
2025-04-23,527.5,532.27,523.885,526.81,4294462
2025-04-24,526.81,533.13,523.16,531.64,3173404
2025-04-25,531.75,532.4399,526.79,530.96,2742786
2025-04-28,533.63,536.82,526.58,530.94,4238653
2025-04-29,531.0,535.34,528.29,534.57,3177729
2025-04-30,531.51,535.72,524.0032,533.25,5251647
2025-05-01,531.0,533.265,528.3,530.23,4693069
2025-05-02,536.75,542.07,535.2581,539.8,4945569
2025-05-05,520.08,521.18,502.8001,512.15,16380216
2025-05-06,509.57,515.75,507.99,512.33,6088592
2025-05-07,515.015,520.25,513.0,518.22,5581423
2025-05-08,520.98,521.2591,513.0401,513.25,5018581
2025-05-09,514.25,515.91,510.2533,513.74,3621402
2025-05-12,520.3,520.3,510.25,514.3,6368046
2025-05-13,515.64,515.75,511.8,511.88,4504120
2025-05-14,511.85,511.85,502.8,503.4,6384053
2025-05-15,502.375,509.78,501.62,507.33,5040862
2025-05-16,509.63,514.33,506.8,514.31,4997321
2025-05-19,513.615,513.79,510.1,512.39,3441451
2025-05-20,511.11,512.075,506.5514,508.74,3736959
2025-05-21,507.41,509.9999,505.4,507.03,3815801
2025-05-22,505.1,507.4,502.64,503.57,3244774
2025-05-23,501.005,505.5,500.25,503.46,3166844
2025-05-27,506.425,509.75,505.01,509.16,4928325
2025-05-28,508.39,509.1,502.83,503.11,3613850
2025-05-29,504.0,506.55,501.2,506.18,3657310
2025-05-30,505.185,505.72,500.185,503.96,9153084
2025-06-02,501.7,503.23,499.47,502.81,4914008
2025-06-03,501.0,502.7899,493.51,497.83,5923064
2025-06-04,496.94,496.99,490.88,491.0,5297634
2025-06-05,490.75,491.0,485.6,488.74,5165718
2025-06-06,491.63,496.0978,491.63,493.53,3948280
2025-06-09,493.7,494.53,488.88,493.33,3987465
2025-06-10,492.655,492.9,489.5,491.13,3951496
2025-06-11,491.05,492.25,486.67,488.14,4595851
2025-06-12,486.235,490.44,483.78,490.34,3535161
2025-06-13,486.27,491.0843,485.85,487.54,4000981
2025-06-16,489.73,491.85,488.5404,490.23,3937627
2025-06-17,489.11,489.4,483.25,483.48,3956345
2025-06-18,484.1,486.7,482.75,485.14,4893571
2025-06-20,484.95,486.68,483.4301,484.85,7620370
2025-06-23,485.42,488.5,481.7201,487.77,4140985
2025-06-24,489.43,497.7391,488.89,493.48,5111694
2025-06-25,494.5,496.0,486.14,486.21,4260584
2025-06-26,486.54,487.9764,484.25,485.05,4212937
2025-06-27,485.77,489.68,484.4,485.68,6129341
2025-06-30,485.9,487.65,483.44,485.77,6384326
2025-07-01,485.78,491.09,483.8,489.61,4776026
2025-07-02,489.43,489.93,478.62,480.48,6707174
2025-07-03,480.89,486.549,480.36,485.0,3443318
2025-07-07,484.42,486.08,476.8,478.03,4674351
2025-07-08,477.35,480.0,473.58,477.47,4116180
2025-07-09,477.0,479.4902,475.83,478.91,3367397
2025-07-10,477.87,478.5499,475.5,478.27,4576635
2025-07-11,476.25,476.85,471.3971,475.86,4416578
2025-07-14,474.32,478.13,473.46,476.31,4294742
2025-07-15,475.3,475.72,470.0,470.13,4482349
2025-07-16,471.2,472.9186,468.88,471.31,3796913
2025-07-17,470.065,474.1499,467.65,473.4,4040026
2025-07-18,474.0,478.6404,473.5,473.8,4015838
2025-07-21,473.035,478.35,472.0,474.41,3791273
2025-07-22,475.5,483.14,475.0,478.13,4521531
2025-07-23,480.25,484.45,479.2,482.63,4385559
2025-07-24,482.67,486.17,480.6,480.6,5044836
2025-07-25,481.67,484.93,479.6601,484.07,4220504
2025-07-28,484.35,486.8963,481.1001,481.7,3626059
2025-07-29,482.57,485.0001,476.28,476.56,4193187
2025-07-30,475.13,479.41,473.88,476.0,3802960
2025-07-31,472.61,477.7,471.88,471.88,6315340
2025-08-01,473.47,475.96,470.62,472.84,5287484
2025-08-04,468.05,468.87,455.185,459.11,10874265
2025-08-05,460.6,467.5762,460.38,464.19,6780711
2025-08-06,465.0,469.55,463.0,468.91,4557081
2025-08-07,469.2,472.7,461.37,461.47,5755747
2025-08-08,462.94,465.83,462.55,465.4,3330571
2025-08-11,466.46,468.494,463.504,464.73,3712076
2025-08-12,465.53,472.4726,465.06,470.39,3771514
2025-08-13,471.7,479.6,471.5,477.31,4629437
2025-08-14,478.345,479.22,474.42,479.22,4187144
2025-08-15,482.35,482.48,476.29,477.2,5229761
2025-08-18,477.97,479.0,474.66,478.52,3911272
2025-08-19,479.77,485.8999,479.77,485.31,4726408
2025-08-20,487.0,492.2178,485.829,488.68,4779763
2025-08-21,487.24,489.049,483.68,488.59,3082174
2025-08-22,491.5,493.14,486.57,489.0,4205084
2025-08-25,489.01,489.02,481.83,486.18,3935117
2025-08-26,485.02,492.79,484.5267,492.21,8217481
2025-08-27,491.08,497.21,490.6,495.72,4385918
2025-08-28,498.03,500.14,496.07,499.86,4530429
2025-08-29,500.85,506.72,500.85,502.98,4663613
2025-09-02,504.24,505.9,497.62,501.14,4977844
2025-09-03,499.55,502.11,496.59,501.49,3193209
2025-09-04,502.9,507.38,501.26,506.91,2976722
2025-09-05,506.0,507.661,497.75,499.77,4222890
2025-09-08,499.0,499.65,493.46,493.78,5146322
2025-09-09,492.45,496.85,491.7201,492.72,3748686
2025-09-10,490.0,491.7,486.2701,490.08,5561592
2025-09-11,489.33,497.24,489.03,496.91,3669007
2025-09-12,495.745,497.6256,493.34,493.74,2951721
2025-09-15,493.6,495.27,489.5,491.54,3629775
2025-09-16,491.27,491.92,487.2,490.99,4069971
2025-09-17,490.935,495.99,490.3001,492.33,5060688
2025-09-18,489.64,494.88,488.0,490.5,4058878
2025-09-19,491.87,494.5,488.88,492.85,7356280
2025-09-22,490.57,494.71,489.23,493.71,3582875
2025-09-23,493.765,499.28,493.5223,494.1,3933240
2025-09-24,493.3,497.16,493.11,497.09,2811544
2025-09-25,496.15,499.0,494.73,494.96,4056103
2025-09-26,496.94,502.1,496.65,500.03,3707648
2025-09-29,500.0,500.25,495.02,499.25,5161913
2025-09-30,497.64,503.78,497.0,502.74,3873477
2025-10-01,502.5,502.8661,495.9,498.2,4481081
2025-10-02,496.96,499.61,493.22,495.92,3461425
2025-10-03,495.9,502.5499,495.0501,498.75,4678832
2025-10-06,499.5,504.97,498.0201,500.02,3519473
2025-10-07,500.16,504.46,498.61,502.3,3057382
2025-10-08,502.71,503.5,498.56,499.84,2944558
2025-10-09,499.98,501.221,494.51,496.74,3172176
2025-10-10,497.25,497.99,489.06,489.13,4763823
2025-10-13,488.15,493.8,487.82,491.93,3183457
2025-10-14,490.0,497.06,489.9501,495.97,3056001
2025-10-15,493.9,496.7292,490.35,496.39,3566239
2025-10-16,495.595,495.9999,485.8,488.81,4254327
2025-10-17,490.0,493.45,489.25,492.42,3794296
2025-10-20,492.36,494.415,490.3201,494.08,4605314
2025-10-21,493.7,495.7,491.25,491.29,2714528
2025-10-22,491.73,492.98,488.1901,491.81,3376019
2025-10-23,492.19,492.45,488.1132,490.16,3063026
2025-10-24,490.91,492.98,489.4,492.1,3166824
2025-10-27,491.92,492.3,484.55,488.07,6451495
2025-10-28,484.96,485.67,481.11,481.44,5029140
2025-10-29,477.32,478.8,473.72,475.76,6204476
2025-10-30,474.84,480.9088,474.84,478.52,4786554
2025-10-31,476.8,478.71,475.31,477.54,7146403
2025-11-03,479.51,479.99,473.15,475.68,5868125
2025-11-04,475.5,488.79,475.5,487.66,7803248
2025-11-05,487.335,493.89,487.335,488.77,6431053
2025-11-06,490.0,494.03,486.75,493.15,4964723
2025-11-07,494.93,500.16,493.35,499.06,6377764
2025-11-10,497.08,501.28,495.13,496.98,5084042
2025-11-11,498.59,499.69,494.2,497.07,2960205
2025-11-12,497.16,504.45,496.9879,502.4,5456044
2025-11-13,504.82,514.2599,504.82,513.11,7340683
2025-11-14,514.7,516.55,506.35,508.94,5462458
2025-11-17,510.73,511.26,502.84,503.26,5371012
2025-11-18,503.39,506.64,500.6,504.37,5457398
2025-11-19,503.685,504.25,495.55,501.26,4694986
2025-11-20,501.11,506.45,500.81,501.12,5486932
2025-11-21,503.275,507.842,502.49,504.04,6058963
2025-11-24,501.895,509.2,497.1652,507.81,13404465
2025-11-25,508.93,512.355,506.86,508.57,4064007
2025-11-26,509.25,512.7,507.65,511.23,3686740
2025-11-28,511.89,516.85,511.56,513.81,2312245
2025-12-01,513.645,514.49,508.18,508.55,3995153
2025-12-02,507.59,508.11,503.105,506.65,3378009
2025-12-03,507.52,509.5999,503.6,503.6,3803234
2025-12-04,504.38,506.4958,500.7,503.23,3574809
2025-12-05,503.86,505.76,500.54,504.34,3463668
2025-12-08,502.1,502.97,490.62,497.23,6953391
2025-12-09,497.625,499.215,490.83,491.43,4475696
2025-12-10,490.86,495.88,488.92,490.43,4558796
2025-12-11,491.83,498.145,491.83,495.85,4493445
2025-12-12,496.71,500.0,494.5,499.52,4113658
2025-12-15,500.42,506.62,500.275,506.38,5173886
2025-12-16,507.05,508.1,499.455,499.84,4376710
2025-12-17,499.9,505.19,499.5,504.27,4128603
2025-12-18,502.23,505.43,501.01,503.39,3646672
2025-12-19,503.05,503.82,494.53,494.53,14652814
2025-12-22,496.34,500.31,495.55,499.95,4069970
2025-12-23,500.48,502.33,498.155,500.51,3680788
2025-12-24,500.29,501.5099,499.25,501.34,2000186
2025-12-26,500.45,501.56,496.83,498.3,2247590
2025-12-29,499.2,501.5,497.21,501.05,3056181
2025-12-30,500.98,505.11,500.33,503.71,2897149
2025-12-31,503.92,505.89,502.484,502.65,3105190
2026-01-02,500.96,501.88,492.91,496.85,5876646
2026-01-05,494.94,503.4259,494.5011,498.52,5145275
2026-01-06,496.8,500.67,496.06,499.05,4040008
2026-01-07,497.88,499.15,493.09,496.12,4445056
2026-01-08,494.965,504.08,494.11,499.77,4807675
2026-01-09,498.94,500.28,496.41,499.1,3432109
2026-01-12,497.4,500.02,495.1,498.67,4209348
2026-01-13,497.62,498.0,493.34,495.24,4257619
2026-01-14,494.17,497.62,492.0,493.15,5033681
2026-01-15,492.95,495.63,490.75,492.62,4165209
2026-01-16,491.67,495.1589,490.9,493.29,4807403
2026-01-20,490.8,490.97,482.72,485.39,5486893
2026-01-21,484.0,488.0,481.57,483.83,5730174
2026-01-22,483.26,485.88,481.72,484.49,4054161
2026-01-23,482.26,483.42,478.44,478.97,5436633
2026-01-26,478.47,484.8948,477.0759,483.47,5077153
2026-01-27,482.6,483.5,474.67,474.67,6277565
2026-01-28,473.01,476.88,471.91,473.49,4563944
2026-01-29,473.73,477.32,473.08,476.79,5380477
2026-01-30,476.3,481.5,476.13,480.53,5082160
2026-02-02,481.295,488.07,478.55,487.29,5064615
2026-02-03,483.95,496.04,482.2001,493.74,6566605
2026-02-04,495.8,512.13,495.67,503.83,10591665
2026-02-05,505.91,506.6287,497.61,503.89,5033856
2026-02-06,504.18,509.66,502.89,508.09,4421649
2026-02-09,507.32,507.61,497.2901,498.08,4573017
2026-02-10,497.9,501.3299,497.3,500.3,3789130
2026-02-11,499.35,503.3099,497.2801,500.02,3614402
2026-02-12,501.21,507.71,499.88,500.01,4689942
2026-02-13,500.15,502.38,495.5,497.55,4685852
2026-02-17,500.015,506.09,499.21,503.41,4263329
2026-02-18,504.74,505.27,497.68,499.07,3732516
2026-02-19,497.87,500.5,495.68,496.94,2610413
2026-02-20,496.65,498.34,491.805,498.2,4326715
2026-02-23,496.5,503.55,493.73,494.09,3556548
2026-02-24,493.49,495.22,488.26,494.51,3224292
2026-02-25,495.62,497.2299,490.9,493.99,3475465
2026-02-26,494.65,503.72,494.45,502.67,4576985
2026-02-27,502.94,506.52,501.16,504.95,6364867
2026-03-02,495.225,495.75,477.91,480.17,11725271
2026-03-03,477.075,483.4799,472.52,481.36,6348665
2026-03-04,481.0,489.18,479.88,487.48,4369065
2026-03-05,493.75,500.86,492.51,500.4,8963446
2026-03-06,499.245,500.701,491.88,498.98,5564351
2026-03-09,494.9,498.82,490.21,497.2,5833619
2026-03-10,495.13,498.67,492.31,494.14,3598655
2026-03-11,493.09,493.8,489.2501,493.57,3849108
2026-03-12,492.35,493.4,489.0216,491.89,4170889
2026-03-13,493.32,494.45,489.77,490.03,3565682
2026-03-16,492.77,496.63,491.08,492.21,3752029
2026-03-17,494.84,496.96,491.41,492.58,4424872
2026-03-18,491.14,491.38,483.8,484.47,4356429
2026-03-19,483.9,484.25,478.81,481.48,4045602
2026-03-20,481.63,485.12,479.66,480.94,7786425
2026-03-23,483.5,485.98,479.0,479.98,4957963
2026-03-24,478.0,483.5,477.5496,479.33,3434434
2026-03-25,482.63,483.23,475.73,476.19,4402046
2026-03-26,476.435,478.38,474.5,475.27,3774632
2026-03-27,474.19,474.8,467.21,468.49,5382299
2026-03-30,470.68,477.69,470.65,474.66,4590941
2026-03-31,477.78,479.81,474.77,479.2,4725274
2026-04-01,478.98,481.0992,477.2501,478.5,3600755
2026-04-02,477.82,479.77,475.68,477.35,2972758
2026-04-06,475.66,479.5,475.35,476.38,3663497
2026-04-07,475.71,479.75,474.32,478.08,3206471
2026-04-08,483.75,483.75,477.6801,479.75,4655085
2026-04-09,478.21,487.95,477.2901,485.2,3518465
2026-04-10,484.02,484.86,478.92,479.9,3758912
2026-04-13,478.9,481.105,477.4,480.19,3612449
2026-04-14,479.81,480.49,476.0,477.54,4864005
2026-04-15,478.0,478.77,473.74,474.09,6993925
2026-04-16,474.015,476.2599,464.01,475.12,4533965
2026-04-17,475.49,479.69,474.15,474.58,6492875
2026-04-20,474.38,476.04,471.3701,472.08,5147027
2026-04-21,472.54,474.19,468.06,468.5,5919020
2026-04-22,468.86,470.99,464.62,465.4,5720487
